"seqnames","start","end","width","strand","V4","V5","V6","V7","V8","V9","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr17",17234069,17235517,1449,"*","IL7-H_H3k27ac_S295_peak_7396",37,".",4.27446,6.02443,3.70507,"Promoter (<=1kb)",17,17234872,17266063,31192,1,"102640673","ENSMUST00000231355.1",0,"ENSMUSG00000116802","Gm5165","predicted gene 5165"
"chr17",17373826,17375498,1673,"*","IL7-H_H3k27ac_S295_peak_7397",24,".",3.30777,4.7192,2.46815,"Promoter (<=1kb)",17,17374309,17394899,20591,1,"67045","ENSMUST00000024620.7",0,"ENSMUSG00000116564","Riok2","RIO kinase 2"
"chr17",17585770,17588673,2904,"*","IL7-H_H3k27ac_S295_peak_7398",44,".",4.90905,6.84949,4.43817,"Intron (ENSMUST00000041047.3/240028, intron 1 of 17)",17,17527065,17578694,51630,2,"240028","ENSMUST00000231515.1",-7076,"ENSMUSG00000023845","Lnpep","leucyl/cystinyl aminopeptidase"
"chr17",17623270,17626666,3397,"*","IL7-H_H3k27ac_S295_peak_7399",132,".",9.00373,16.1892,13.2802,"Promoter (<=1kb)",17,17521410,17625047,103638,2,"240028","ENSMUST00000041047.3",0,"ENSMUSG00000023845","Lnpep","leucyl/cystinyl aminopeptidase"
"chr17",17838238,17838754,517,"*","IL7-H_H3k27ac_S295_peak_7400",21,".",3.09675,4.37001,2.10028,"Promoter (<=1kb)",17,17838281,17839071,791,1,"75202","ENSMUST00000179350.1",0,"ENSMUSG00000080316","Spaca6","sperm acrosome associated 6"
"chr17",20944591,20946214,1624,"*","IL7-H_H3k27ac_S295_peak_7401",59,".",5.81703,8.45396,5.93792,"Promoter (<=1kb)",17,20945311,20965916,20606,1,"51792","ENSMUST00000007708.13",0,"ENSMUSG00000007564","Ppp2r1a","protein phosphatase 2, regulatory subunit A, alpha"
"chr17",21008864,21010064,1201,"*","IL7-H_H3k27ac_S295_peak_7402",33,".",3.90746,5.64723,3.35519,"Promoter (<=1kb)",17,21008903,21043070,34168,1,"224585","ENSMUST00000232473.1",0,"ENSMUSG00000067942","Zfp160","zinc finger protein 160"
"chr17",21050959,21053257,2299,"*","IL7-H_H3k27ac_S295_peak_7403",37,".",4.07562,6.16566,3.76161,"Distal Intergenic",17,21091208,21103347,12140,1,"328766","ENSMUST00000188185.1",-37951,"ENSMUSG00000102080","Gm5092","predicted gene 5092"
"chr17",21055355,21055641,287,"*","IL7-H_H3k27ac_S295_peak_7404",19,".",3.00374,4.20172,1.94529,"Distal Intergenic",17,21091208,21103347,12140,1,"328766","ENSMUST00000188185.1",-35567,"ENSMUSG00000102080","Gm5092","predicted gene 5092"
"chr17",21068724,21069138,415,"*","IL7-H_H3k27ac_S295_peak_7405",59,".",5.29946,8.50803,5.94601,"Distal Intergenic",17,21091208,21103347,12140,1,"328766","ENSMUST00000188185.1",-22070,"ENSMUSG00000102080","Gm5092","predicted gene 5092"
"chr17",21383461,21384175,715,"*","IL7-H_H3k27ac_S295_peak_7406",31,".",3.72537,5.48207,3.12063,"Promoter (<=1kb)",17,21383748,21399262,15515,1,"210503","ENSMUST00000056107.10",0,"ENSMUSG00000062743","Zfp677","zinc finger protein 677"
"chr17",21421831,21423945,2115,"*","IL7-H_H3k27ac_S295_peak_7407",40,".",4.19831,6.43405,4.01818,"Promoter (<=1kb)",17,21423227,21435640,12414,1,"22712","ENSMUST00000165230.7",0,"ENSMUSG00000023882","Zfp54","zinc finger protein 54"
"chr17",21450024,21451373,1350,"*","IL7-H_H3k27ac_S295_peak_7408",54,".",5.06702,7.89912,5.43602,"Promoter (<=1kb)",17,21450374,21465587,15214,1,"22709","ENSMUST00000039577.7",0,"ENSMUSG00000023892","Zfp51","zinc finger protein 51"
"chr17",21470532,21478600,8069,"*","IL7-H_H3k27ac_S295_peak_7409",52,".",4.89526,7.71682,5.23112,"Distal Intergenic",17,21488998,21510473,21476,1,"24132","ENSMUST00000233158.1",-10398,"ENSMUSG00000057409","Zfp53","zinc finger protein 53"
"chr17",21488671,21491391,2721,"*","IL7-H_H3k27ac_S295_peak_7410",92,".",6.80765,11.9076,9.22198,"Promoter (<=1kb)",17,21488998,21510473,21476,1,"24132","ENSMUST00000233158.1",0,"ENSMUSG00000057409","Zfp53","zinc finger protein 53"
"chr17",21516057,21517335,1279,"*","IL7-H_H3k27ac_S295_peak_7411",30,".",3.97573,5.2893,3.00197,"Exon (ENSMUST00000233302.1/ENSMUST00000233302.1, exon 1 of 4)",17,21535539,21562601,27063,1,"22710","ENSMUST00000233281.1",-18204,"ENSMUSG00000051341","Zfp52","zinc finger protein 52"
"chr17",21533085,21536984,3900,"*","IL7-H_H3k27ac_S295_peak_7412",42,".",4.49486,6.67256,4.26552,"Promoter (<=1kb)",17,21535539,21562601,27063,1,"22710","ENSMUST00000233281.1",0,"ENSMUSG00000051341","Zfp52","zinc finger protein 52"
"chr17",21650095,21653622,3528,"*","IL7-H_H3k27ac_S295_peak_7413",31,".",3.73645,5.44548,3.11864,"Promoter (<=1kb)",17,21650624,21664966,14343,1,"73229","ENSMUST00000232827.1",0,"ENSMUSG00000035868","Zfp983","zinc finger protein 983"
"chr17",21679494,21680237,744,"*","IL7-H_H3k27ac_S295_peak_7414",14,".",3.2365,3.58414,1.46448,"Distal Intergenic",17,21657582,21662540,4959,1,"73229","ENSMUST00000039726.7",21912,"ENSMUSG00000035868","Zfp983","zinc finger protein 983"
"chr17",21733442,21734072,631,"*","IL7-H_H3k27ac_S295_peak_7415",36,".",3.9888,6.03991,3.65193,"Promoter (<=1kb)",17,21733680,21736081,2402,1,"381067","ENSMUST00000182334.1",0,"ENSMUSG00000061544","Zfp229","zinc finger protein 229"
"chr17",21772835,21773319,485,"*","IL7-H_H3k27ac_S295_peak_7416",24,".",3.31873,4.76934,2.46769,"Distal Intergenic",17,21735912,21748969,13058,1,"381067","ENSMUST00000182603.1",36923,"ENSMUSG00000061544","Zfp229","zinc finger protein 229"
"chr17",21909475,21909777,303,"*","IL7-H_H3k27ac_S295_peak_7417",14,".",2.6996,3.67511,1.46386,"Promoter (<=1kb)",17,21891470,21909639,18170,2,"70081","ENSMUST00000189719.1",0,"ENSMUSG00000078546","Zfp995","zinc finger protein 995"
"chr17",21961595,21963322,1728,"*","IL7-H_H3k27ac_S295_peak_7418",56,".",5.39383,8.20874,5.69843,"Promoter (<=1kb)",17,21926960,21962451,35492,2,"73233","ENSMUST00000091879.11",0,"ENSMUSG00000071267","Zfp942","zinc finger protein 942"
"chr17",22165648,22166409,762,"*","IL7-H_H3k27ac_S295_peak_7419",18,".",2.95705,4.12089,1.87139,"Promoter (<=1kb)",17,22144359,22166190,21832,2,"210853","ENSMUST00000080249.5",0,"ENSMUSG00000063383","Zfp947","zinc finger protein 947"
"chr17",22225376,22226013,638,"*","IL7-H_H3k27ac_S295_peak_7420",42,".",4.32909,6.65465,4.21922,"Promoter (<=1kb)",17,22197265,22225616,28352,2,"240038","ENSMUST00000179996.2",0,"ENSMUSG00000096433","Zfp994","zinc finger protein 994"
"chr17",22314659,22315200,542,"*","IL7-H_H3k27ac_S295_peak_7421",26,".",3.90554,4.97531,2.69513,"Promoter (<=1kb)",17,22285871,22314837,28967,2,"631624","ENSMUST00000233465.1",0,"ENSMUSG00000117284","Gm7072","predicted gene 7072"
"chr17",22360706,22362199,1494,"*","IL7-H_H3k27ac_S295_peak_7422",37,".",4.05695,6.14208,3.74997,"Promoter (<=1kb)",17,22361453,22377280,15828,1,"224598","ENSMUST00000088765.8",0,"ENSMUSG00000044501","Zfp758","zinc finger protein 758"
"chr17",22423932,22424226,295,"*","IL7-H_H3k27ac_S295_peak_7423",15,".",2.73011,3.72793,1.51215,"Promoter (<=1kb)",17,22424222,22447416,23195,1,"74149","ENSMUST00000141831.7",0,"ENSMUSG00000071266","Zfp946","zinc finger protein 946"
"chr17",22739206,22739925,720,"*","IL7-H_H3k27ac_S295_peak_7424",35,".",3.98191,5.96779,3.57304,"Distal Intergenic",17,22849030,22861719,12690,2,"240041","ENSMUST00000095615.2",121794,"ENSMUSG00000059142","Zfp945","zinc finger protein 945"
"chr17",22817549,22817922,374,"*","IL7-H_H3k27ac_S295_peak_7425",25,".",3.39014,4.89775,2.58583,"Distal Intergenic",17,22849030,22861719,12690,2,"240041","ENSMUST00000095615.2",43797,"ENSMUSG00000059142","Zfp945","zinc finger protein 945"
"chr17",22866575,22867147,573,"*","IL7-H_H3k27ac_S295_peak_7426",19,".",3.03061,4.24825,1.98783,"Promoter (<=1kb)",17,22846697,22867134,20438,2,"240041","ENSMUST00000160457.9",0,"ENSMUSG00000059142","Zfp945","zinc finger protein 945"
"chr17",23192862,23193194,333,"*","IL7-H_H3k27ac_S295_peak_7427",16,".",2.86095,3.75349,1.62071,"Promoter (<=1kb)",17,23173893,23193210,19318,2,"22700","ENSMUST00000142999.1",16,"ENSMUSG00000002617","Zfp40","zinc finger protein 40"
"chr17",23546603,23547210,608,"*","IL7-H_H3k27ac_S295_peak_7428",33,".",3.86609,5.68278,3.31906,"Distal Intergenic",17,23550799,23565291,14493,1,"320020","ENSMUST00000233076.1",-3589,"ENSMUSG00000117322","6330415G19Rik","RIKEN cDNA 6330415G19 gene"
"chr17",23563717,23564598,882,"*","IL7-H_H3k27ac_S295_peak_7429",118,".",8.3066,14.6773,11.8371,"Promoter (<=1kb)",17,23556767,23564238,7472,2,"449521","ENSMUST00000095606.4",0,"ENSMUSG00000071256","Zfp213","zinc finger protein 213"
"chr17",23598473,23600122,1650,"*","IL7-H_H3k27ac_S295_peak_7430",38,".",4.14013,6.30004,3.88868,"Promoter (<=1kb)",17,23575852,23599487,23636,2,"22654","ENSMUST00000057029.4",0,"ENSMUSG00000062012","Zfp13","zinc finger protein 13"
"chr17",23673536,23674085,550,"*","IL7-H_H3k27ac_S295_peak_7431",97,".",7.4972,12.5421,9.78738,"Promoter (<=1kb)",17,23673596,23675227,1632,1,"353502","ENSMUST00000180140.7",0,"ENSMUSG00000023904","Hcfc1r1","host cell factor C1 regulator 1 (XPO1-dependent)"
"chr17",23726381,23727154,774,"*","IL7-H_H3k27ac_S295_peak_7432",48,".",4.769,7.23744,4.80787,"Promoter (<=1kb)",17,23726469,23736727,10259,1,"268930","ENSMUST00000233954.1",0,"ENSMUSG00000023908","Pkmyt1","protein kinase, membrane associated tyrosine/threonine 1"
"chr17",23771131,23771975,845,"*","IL7-H_H3k27ac_S295_peak_7433",34,".",4.34553,5.81698,3.47623,"Promoter (<=1kb)",17,23755420,23771522,16103,2,"224613","ENSMUST00000086325.12",0,"ENSMUSG00000040097","Flywch1","FLYWCH-type zinc finger 1"
"chr17",23802183,23805314,3132,"*","IL7-H_H3k27ac_S295_peak_7434",50,".",4.7666,7.53064,5.03952,"Promoter (<=1kb)",17,23803187,23824736,21550,1,"75956","ENSMUST00000190686.6",0,"ENSMUSG00000039218","Srrm2","serine/arginine repetitive matrix 2"
"chr17",23828691,23830452,1762,"*","IL7-H_H3k27ac_S295_peak_7435",45,".",4.74827,6.94859,4.53772,"Promoter (<=1kb)",17,23824738,23829136,4399,2,"67673","ENSMUST00000069579.6",0,"ENSMUSG00000055839","Elob","elongin B"
"chr17",23924983,23925420,438,"*","IL7-H_H3k27ac_S295_peak_7436",39,".",4.185,6.33918,3.9163,"Exon (ENSMUST00000234950.1/ENSMUST00000234950.1, exon 1 of 2)",17,23917478,23919440,1963,1,"620253","ENSMUST00000234395.1",7505,"ENSMUSG00000057417","Dcpp3","demilune cell and parotid protein 3"
"chr17",24072839,24073458,620,"*","IL7-H_H3k27ac_S295_peak_7437",59,".",5.26338,8.42142,5.90765,"Promoter (<=1kb)",17,24047734,24073485,25752,2,"69259","ENSMUST00000017090.5",27,"ENSMUSG00000016946","Kctd5","potassium channel tetramerisation domain containing 5"
"chr17",24125744,24126034,291,"*","IL7-H_H3k27ac_S295_peak_7438",18,".",2.96554,4.13558,1.88483,"Intron (ENSMUST00000102927.9/18607, intron 1 of 13)",17,24106887,24120794,13908,2,"18607","ENSMUST00000154982.1",-4950,"ENSMUSG00000024122","Pdpk1","3-phosphoinositide dependent protein kinase 1"
"chr17",24140601,24142043,1443,"*","IL7-H_H3k27ac_S295_peak_7439",62,".",5.70204,8.80184,6.28491,"Promoter (<=1kb)",17,24073680,24141595,67916,2,"18607","ENSMUST00000102927.9",0,"ENSMUSG00000024122","Pdpk1","3-phosphoinositide dependent protein kinase 1"
"chr17",24162939,24163737,799,"*","IL7-H_H3k27ac_S295_peak_7440",44,".",4.48076,6.90517,4.44546,"Promoter (<=1kb)",17,24155833,24163664,7832,2,"245847","ENSMUST00000129523.2",0,"ENSMUSG00000036820","Amdhd2","amidohydrolase domain containing 2"
"chr17",24168292,24170010,1719,"*","IL7-H_H3k27ac_S295_peak_7441",253,".",13.53,28.7976,25.3574,"Promoter (<=1kb)",17,24163866,24169461,5596,2,"11984","ENSMUST00000024932.11",0,"ENSMUSG00000024121","Atp6v0c","ATPase, H+ transporting, lysosomal V0 subunit C"
"chr17",24192736,24196446,3711,"*","IL7-H_H3k27ac_S295_peak_7442",28,".",3.61389,5.08822,2.82289,"Intron (ENSMUST00000168410.8/224617, intron 1 of 7)",17,24178785,24199957,21173,2,"224617","ENSMUST00000171189.7",3511,"ENSMUSG00000036473","Tbc1d24","TBC1 domain family, member 24"
"chr17",24199351,24199796,446,"*","IL7-H_H3k27ac_S295_peak_7443",26,".",3.45421,4.9792,2.69431,"Promoter (<=1kb)",17,24178785,24199957,21173,2,"224617","ENSMUST00000171189.7",161,"ENSMUSG00000036473","Tbc1d24","TBC1 domain family, member 24"
"chr17",24220192,24220577,386,"*","IL7-H_H3k27ac_S295_peak_7444",47,".",4.94314,7.15177,4.71834,"Promoter (<=1kb)",17,24215546,24220615,5070,2,"72016","ENSMUST00000124557.2",38,"ENSMUSG00000024118","Tedc2","tubulin epsilon and delta complex 2"
"chr17",24250565,24252919,2355,"*","IL7-H_H3k27ac_S295_peak_7445",83,".",6.74211,11.0123,8.35957,"Promoter (<=1kb)",17,24222198,24251409,29212,2,"12449","ENSMUST00000115390.4",0,"ENSMUSG00000072082","Ccnf","cyclin F"
"chr17",24259717,24261203,1487,"*","IL7-H_H3k27ac_S295_peak_7446",27,".",3.50234,5.09825,2.77056,"Distal Intergenic",17,24222198,24251409,29212,2,"12449","ENSMUST00000115390.4",-8308,"ENSMUSG00000072082","Ccnf","cyclin F"
"chr17",24351650,24352859,1210,"*","IL7-H_H3k27ac_S295_peak_7447",15,".",2.9415,3.6769,1.55312,"Promoter (<=1kb)",17,24351950,24397783,45834,1,"27410","ENSMUST00000133816.7",0,"ENSMUSG00000024130","Abca3","ATP-binding cassette, sub-family A member 3"
"chr17",24413674,24415496,1823,"*","IL7-H_H3k27ac_S295_peak_7448",62,".",5.56087,8.78317,6.26419,"Promoter (<=1kb)",17,24414646,24425895,11250,1,"19826","ENSMUST00000115371.8",0,"ENSMUSG00000034681","Rnps1","RNA binding protein with serine rich domain 1"
"chr17",24426515,24427110,596,"*","IL7-H_H3k27ac_S295_peak_7449",39,".",4.24993,6.28938,3.91662,"Promoter (<=1kb)",17,24426641,24439320,12680,1,"13177","ENSMUST00000234304.1",0,"ENSMUSG00000024132","Eci1","enoyl-Coenzyme A delta isomerase 1"
"chr17",24454660,24455821,1162,"*","IL7-H_H3k27ac_S295_peak_7450",60,".",5.57148,8.54916,6.04088,"Promoter (<=1kb)",17,24443778,24455286,11509,2,"13560","ENSMUST00000227293.1",0,"ENSMUSG00000024137","E4f1","E4F transcription factor 1"
"chr17",24469739,24471637,1899,"*","IL7-H_H3k27ac_S295_peak_7451",63,".",5.46679,8.93392,6.35653,"Promoter (<=1kb)",17,24443779,24470313,26535,2,"13560","ENSMUST00000226654.1",0,"ENSMUSG00000024137","E4f1","E4F transcription factor 1"
"chr17",24478469,24480314,1846,"*","IL7-H_H3k27ac_S295_peak_7452",73,".",5.85628,9.94478,7.34005,"Promoter (<=1kb)",17,24473551,24479055,5505,2,"56716","ENSMUST00000234941.1",0,"ENSMUSG00000024142","Mlst8","MTOR associated protein, LST8 homolog (S. cerevisiae)"
"chr17",24497057,24498077,1021,"*","IL7-H_H3k27ac_S295_peak_7453",14,".",2.6996,3.67511,1.46386,"Promoter (2-3kb)",17,24500426,24501317,892,1,"268932","ENSMUST00000234030.1",-2349,"ENSMUSG00000033597","Caskin1","CASK interacting protein 1"
"chr17",24526884,24528895,2012,"*","IL7-H_H3k27ac_S295_peak_7454",29,".",3.79397,5.21886,2.91969,"Promoter (<=1kb)",17,24508562,24527938,19377,2,"224619","ENSMUST00000176652.7",0,"ENSMUSG00000052752","Traf7","TNF receptor-associated factor 7"
"chr17",24547835,24550708,2874,"*","IL7-H_H3k27ac_S295_peak_7455",32,".",3.75879,5.58179,3.23564,"Promoter (<=1kb)",17,24549950,24596508,46559,1,"18763","ENSMUST00000035565.4",0,"ENSMUSG00000032855","Pkd1","polycystin 1, transient receptor potential channel interacting"
"chr17",24632738,24633149,412,"*","IL7-H_H3k27ac_S295_peak_7456",22,".",3.4618,4.52034,2.28891,"Promoter (<=1kb)",17,24632719,24638779,6061,1,"18207","ENSMUST00000234635.1",19,"ENSMUSG00000041429","Nthl1","nth (endonuclease III)-like 1 (E.coli)"
"chr17",24649938,24650250,313,"*","IL7-H_H3k27ac_S295_peak_7457",14,".",2.71838,3.51706,1.41213,"Promoter (<=1kb)",17,24639291,24650013,10723,2,"65962","ENSMUST00000234912.1",0,"ENSMUSG00000002504","Nherf2","NHERF family PDZ scaffold protein 2"
"chr17",24669305,24670462,1158,"*","IL7-H_H3k27ac_S295_peak_7458",54,".",5.53433,7.96537,5.48302,"Promoter (<=1kb)",17,24669687,24682016,12330,1,"213753","ENSMUST00000234956.1",0,"ENSMUSG00000041130","Zfp598","zinc finger protein 598"
"chr17",24695506,24696097,592,"*","IL7-H_H3k27ac_S295_peak_7459",28,".",3.7182,5.11536,2.82613,"Promoter (<=1kb)",17,24693187,24696093,2907,2,"11692","ENSMUST00000234197.1",0,"ENSMUSG00000040888","Gfer","growth factor, augmenter of liver regeneration"
"chr17",24719470,24720589,1120,"*","IL7-H_H3k27ac_S295_peak_7460",35,".",4.47796,5.92759,3.58847,"Promoter (<=1kb)",17,24719676,24719803,128,2,"100306952","ENSMUST00000158630.1",0,"ENSMUSG00000089255","Snora78","small nucleolar RNA, H/ACA box 7"
"chr17",24730954,24731230,277,"*","IL7-H_H3k27ac_S295_peak_7461",10,".",2.56222,3.13566,1.07532,"Promoter (1-2kb)",17,24732685,24736143,3459,1,"66211","ENSMUST00000045186.10",-1455,"ENSMUSG00000002500","Rpl3l","ribosomal protein L3-like"
"chr17",24736269,24737101,833,"*","IL7-H_H3k27ac_S295_peak_7462",25,".",3.68803,4.85186,2.59806,"Promoter (<=1kb)",17,24736642,24742778,6137,1,"27361","ENSMUST00000115262.7",0,"ENSMUSG00000075705","Msrb1","methionine sulfoxide reductase B1"
"chr17",24781194,24781469,276,"*","IL7-H_H3k27ac_S295_peak_7463",14,".",2.6996,3.67511,1.46386,"Exon (ENSMUST00000234130.1/ENSMUST00000234130.1, exon 2 of 2)",17,24804289,24839788,35500,1,"75178","ENSMUST00000234372.1",-22820,"ENSMUSG00000024155","Meiob","meiosis specific with OB domains"
"chr17",24849606,24851096,1491,"*","IL7-H_H3k27ac_S295_peak_7464",98,".",7.47831,12.5708,9.85132,"Promoter (<=1kb)",17,24850490,24864450,13961,1,"14651","ENSMUST00000118788.7",0,"ENSMUSG00000024158","Hagh","hydroxyacyl glutathione hydrolase"
"chr17",24886022,24887561,1540,"*","IL7-H_H3k27ac_S295_peak_7465",16,".",3.05561,3.86102,1.68755,"Promoter (<=1kb)",17,24882611,24886339,3729,2,"26426","ENSMUST00000234579.1",0,"ENSMUSG00000039183","Nubp2","nucleotide binding protein 2"
"chr17",24894302,24896889,2588,"*","IL7-H_H3k27ac_S295_peak_7466",32,".",4.01424,5.59955,3.28795,"Promoter (<=1kb)",17,24888486,24895055,6570,2,"193838","ENSMUST00000119848.7",0,"ENSMUSG00000073436","Eme2","essential meiotic structure-specific endonuclease subunit 2"
"chr17",24936338,24937433,1096,"*","IL7-H_H3k27ac_S295_peak_7467",23,".",3.24921,4.64781,2.35685,"Promoter (<=1kb)",17,24892153,24936938,44786,2,"30957","ENSMUST00000146923.7",0,"ENSMUSG00000024163","Mapk8ip3","mitogen-activated protein kinase 8 interacting protein 3"
"chr17",24960152,24960771,620,"*","IL7-H_H3k27ac_S295_peak_7468",106,".",8.13935,13.4112,10.6191,"Promoter (<=1kb)",17,24937419,24960669,23251,2,"52009","ENSMUST00000233067.1",0,"ENSMUSG00000024165","Jpt2","Jupiter microtubule associated homolog 2"
"chr17",25013882,25016448,2567,"*","IL7-H_H3k27ac_S295_peak_7469",46,".",4.56382,7.02213,4.60812,"Promoter (<=1kb)",17,25016085,25096687,80603,1,"106633","ENSMUST00000142000.8",0,"ENSMUSG00000024169","Ift140","intraflagellar transport 140"
"chr17",25115663,25116014,352,"*","IL7-H_H3k27ac_S295_peak_7470",44,".",5.10078,6.90575,4.4947,"Promoter (<=1kb)",17,25099570,25115907,16338,2,"71718","ENSMUST00000155607.7",0,"ENSMUSG00000024170","Telo2","telomere maintenance 2"
"chr17",25133047,25133596,550,"*","IL7-H_H3k27ac_S295_peak_7471",16,".",2.81687,3.84615,1.65592,"Promoter (<=1kb)",17,25133391,25162099,28709,1,"26373","ENSMUST00000162862.2",0,"ENSMUSG00000036636","Clcn7","chloride channel, voltage-sensitive 7"
"chr17",25183951,25185436,1486,"*","IL7-H_H3k27ac_S295_peak_7472",41,".",4.58733,6.54052,4.13245,"Promoter (<=1kb)",17,25184554,25187662,3109,1,"214489","ENSMUST00000088307.4",0,"ENSMUSG00000067722","Uqcc4","ubiquinol-cytochrome c reductase complex assembly factor 4"
"chr17",25188295,25189066,772,"*","IL7-H_H3k27ac_S295_peak_7473",193,".",11.72,22.4808,19.303,"Promoter (<=1kb)",17,25188397,25234443,46047,1,"74154","ENSMUST00000039734.11",0,"ENSMUSG00000015127","Unkl","unkempt family like zinc finger"
"chr17",25206037,25207033,997,"*","IL7-H_H3k27ac_S295_peak_7474",14,".",2.6996,3.67511,1.46386,"Intron (ENSMUST00000039734.11/74154, intron 5 of 14)",17,25210685,25213378,2694,1,"74154","ENSMUST00000162838.1",-3652,"ENSMUSG00000015127","Unkl","unkempt family like zinc finger"
"chr17",25209327,25212877,3551,"*","IL7-H_H3k27ac_S295_peak_7475",72,".",6.26648,9.82071,7.22022,"Promoter (<=1kb)",17,25210685,25213378,2694,1,"74154","ENSMUST00000162838.1",0,"ENSMUSG00000015127","Unkl","unkempt family like zinc finger"
"chr17",25239892,25240725,834,"*","IL7-H_H3k27ac_S295_peak_7476",46,".",4.56377,7.09122,4.62328,"Promoter (<=1kb)",17,25233331,25240124,6794,2,"214505","ENSMUST00000115154.10",0,"ENSMUSG00000035521","Gnptg","N-acetylglucosamine-1-phosphotransferase, gamma subunit"
"chr17",25272594,25274635,2042,"*","IL7-H_H3k27ac_S295_peak_7477",107,".",7.79219,13.5593,10.7933,"Promoter (<=1kb)",17,25261916,25274310,12395,2,"22196","ENSMUST00000049911.15",0,"ENSMUSG00000015120","Ube2i","ubiquitin-conjugating enzyme E2I"
"chr17",25441111,25444710,3600,"*","IL7-H_H3k27ac_S295_peak_7478",17,".",2.8543,3.94894,1.71514,"Distal Intergenic",17,25431839,25433783,1945,2,"58226","ENSMUST00000159052.1",-7328,"ENSMUSG00000024112","Cacna1h","calcium channel, voltage-dependent, T type, alpha 1H subunit"
"chr17",25570947,25571552,606,"*","IL7-H_H3k27ac_S295_peak_7479",28,".",3.55599,5.16318,2.85517,"Promoter (<=1kb)",17,25570882,25575023,4142,1,"72834","ENSMUST00000234504.1",65,"ENSMUSG00000091475","Cerox1","cytoplasmic endogenous regulator of oxidative phosphorylation 1"
"chr17",25574254,25576541,2288,"*","IL7-H_H3k27ac_S295_peak_7480",21,".",3.2946,4.36065,2.16628,"Promoter (2-3kb)",17,25579085,25656479,77395,1,"76483","ENSMUST00000141606.2",-2544,"ENSMUSG00000002279","Lmf1","lipase maturation factor 1"
"chr17",25578832,25579445,614,"*","IL7-H_H3k27ac_S295_peak_7481",36,".",4.23542,5.98385,3.62688,"Promoter (<=1kb)",17,25579085,25656479,77395,1,"76483","ENSMUST00000141606.2",0,"ENSMUSG00000002279","Lmf1","lipase maturation factor 1"
"chr17",25648182,25648483,302,"*","IL7-H_H3k27ac_S295_peak_7482",14,".",2.6996,3.67511,1.46386,"Intron (ENSMUST00000141606.2/76483, intron 6 of 9)",17,25717171,25719406,2236,1,"64337","ENSMUST00000172002.7",-68688,"ENSMUSG00000025739","Gng13","guanine nucleotide binding protein (G protein), gamma 13"
"chr17",25726667,25728415,1749,"*","IL7-H_H3k27ac_S295_peak_7483",27,".",3.5884,5.02348,2.76144,"Promoter (<=1kb)",17,25727670,25731464,3795,1,"106707","ENSMUST00000237183.1",0,"ENSMUSG00000041199","Rpusd1","RNA pseudouridylate synthase domain containing 1"
"chr17",25784898,25785867,970,"*","IL7-H_H3k27ac_S295_peak_7484",65,".",5.64167,9.18076,6.57628,"Promoter (<=1kb)",17,25779843,25785540,5698,2,"68977","ENSMUST00000140738.7",0,"ENSMUSG00000061046","Haghl","hydroxyacylglutathione hydrolase-like"
"chr17",25791361,25793780,2420,"*","IL7-H_H3k27ac_S295_peak_7485",133,".",8.81911,16.2587,13.3167,"Promoter (<=1kb)",17,25790080,25792267,2188,2,"214917","ENSMUST00000237093.1",0,"ENSMUSG00000057411","Antkmt","adenine nucleotide translocase lysine methyltransferase"
"chr17",25796264,25797319,1056,"*","IL7-H_H3k27ac_S295_peak_7486",42,".",4.31322,6.64318,4.21093,"Promoter (<=1kb)",17,25793221,25797083,3863,2,"70083","ENSMUST00000165838.8",0,"ENSMUSG00000002274","Metrn","meteorin, glial cell differentiation regulator"
"chr17",25832370,25833433,1064,"*","IL7-H_H3k27ac_S295_peak_7487",37,".",4.5747,6.06307,3.71213,"Promoter (<=1kb)",17,25830505,25833361,2857,2,"56424","ENSMUST00000044911.9",0,"ENSMUSG00000039615","Stub1","STIP1 homology and U-Box containing protein 1"
"chr17",25843928,25844927,1000,"*","IL7-H_H3k27ac_S295_peak_7488",58,".",5.45669,8.38023,5.87893,"Promoter (<=1kb)",17,25838457,25844851,6395,2,"214952","ENSMUST00000043897.15",0,"ENSMUSG00000025733","Rhot2","ras homolog family member T2"
"chr17",25861324,25861917,594,"*","IL7-H_H3k27ac_S295_peak_7489",50,".",5.20031,7.45507,5.00575,"Promoter (<=1kb)",17,25844771,25861383,16613,2,"106618","ENSMUST00000177170.7",0,"ENSMUSG00000073434","Wdr90","WD repeat domain 90"
"chr17",25868037,25868625,589,"*","IL7-H_H3k27ac_S295_peak_7490",17,".",3.37648,3.89851,1.73998,"Promoter (<=1kb)",17,25863880,25868722,4843,2,"68241","ENSMUST00000236479.1",97,"ENSMUSG00000025732","Mcrip2","MAPK regulated corepressor interacting protein 2"
"chr17",25875298,25875886,589,"*","IL7-H_H3k27ac_S295_peak_7491",18,".",3.47089,4.02644,1.84351,"Promoter (<=1kb)",17,25875464,25877160,1697,1,"68347","ENSMUST00000110456.2",0,"ENSMUSG00000025731","Mettl26","methyltransferase like 26"
"chr17",25919220,25919783,564,"*","IL7-H_H3k27ac_S295_peak_7492",54,".",5.15563,7.9261,5.44463,"Promoter (<=1kb)",17,25882114,25919556,37443,2,"224624","ENSMUST00000166146.7",0,"ENSMUSG00000025730","Rab40c","Rab40C, member RAS oncogene family"
